,Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Labeled Division Name,Labeled Department Name,Labeled Class Name
7575,1086,35,5,1,5,1,1,3
907,1008,46,5,1,2,1,0,15
22147,936,39,5,1,2,2,2,10
14237,867,52,4,1,1,0,4,8
4309,1078,43,5,1,1,0,1,3
12358,868,27,3,1,0,0,4,8
20152,936,27,4,1,0,2,2,9
799,1072,68,5,1,3,0,1,3
7883,1110,54,5,1,1,1,1,3
6513,1095,32,5,1,1,0,1,3
13068,1094,41,4,1,0,0,1,3
13414,927,53,3,1,0,1,4,17
3102,907,48,5,1,0,0,4,4
8080,1078,35,5,1,2,1,1,3
4046,1094,43,4,1,0,1,1,3
13707,1008,36,3,1,1,0,0,15
20963,1078,41,4,1,3,0,1,3
9508,1094,60,5,1,6,0,1,3
22589,862,64,5,1,0,0,4,8
6220,829,36,5,1,6,0,4,0
12781,936,56,5,1,1,2,2,10
6744,1111,27,5,1,4,0,1,3
16091,854,56,4,1,0,0,4,8
14212,857,43,5,1,0,1,4,8
16143,1083,27,5,1,0,0,1,3
13718,862,33,5,1,0,0,4,8
19210,1089,31,5,1,1,0,1,3
21724,872,48,3,1,0,0,4,8
16173,940,69,5,1,0,1,4,17
784,850,45,4,1,0,0,4,0
18921,1147,45,3,1,1,0,5,19
744,937,40,3,1,2,0,4,17
7296,1078,68,3,1,0,0,1,3
6683,936,53,5,1,1,1,2,11
6759,831,39,5,1,2,1,4,0
6937,867,60,4,1,0,1,4,8
20297,828,51,5,1,6,0,4,0
12124,1126,36,4,1,0,0,3,12
19671,862,53,4,1,1,1,4,8
4750,1080,35,5,1,4,0,1,3
8889,1020,57,5,1,4,0,0,15
19908,936,36,5,1,1,2,2,18
1614,1059,43,5,1,0,0,0,13
19822,864,28,4,1,1,0,4,8
4932,834,36,4,1,2,1,4,0
21720,995,33,4,1,0,0,0,15
11085,936,39,5,1,0,2,2,10
23047,1009,42,4,1,0,0,0,15
18783,1094,33,5,1,0,1,1,3
7481,1059,39,5,1,1,1,0,13
1176,1072,29,3,1,4,0,1,3
2214,936,25,5,1,0,1,2,11
1085,868,55,4,1,4,0,4,8
23096,942,34,5,1,1,0,4,17
17694,1095,32,5,1,0,0,1,3
23159,1094,56,5,1,0,0,1,3
4146,1046,54,5,1,4,1,0,13
380,1089,24,4,1,1,1,1,3
9772,895,37,5,1,5,0,4,4
12573,1060,37,3,1,0,1,0,13
19215,1020,38,5,1,0,0,0,15
17388,1068,52,5,1,1,0,0,13
514,1081,35,5,1,3,1,1,3
14979,936,47,5,1,1,2,2,18
11912,936,43,4,1,0,2,2,5
7859,965,65,5,1,0,1,3,6
22609,1081,45,5,1,1,0,1,3
10526,1080,27,4,1,0,1,1,3
9741,1022,43,4,1,2,0,0,7
17712,936,35,5,1,1,2,2,18
22691,1087,67,5,1,0,1,1,3
1661,835,49,3,1,1,1,4,0
14416,862,44,5,1,0,1,4,8
11103,873,49,5,1,0,0,4,8
15659,1078,26,4,1,0,1,1,3
997,936,36,5,1,1,0,4,17
14517,936,36,3,1,1,2,2,5
1101,1099,77,4,1,0,1,1,3
4557,820,59,5,1,3,0,4,0
6916,1084,33,5,1,3,1,1,3
21027,895,34,5,1,0,1,4,4
22586,921,51,5,1,2,0,4,17
12226,1091,31,3,1,1,0,1,3
2445,939,35,5,1,4,0,4,17
7525,829,77,4,1,0,0,4,0
9556,1104,41,5,1,0,0,1,3
8928,844,50,4,1,2,1,4,0
21611,875,68,5,1,3,0,4,8
19163,1096,34,4,1,1,0,1,3
4905,834,32,5,1,0,1,4,0
17824,936,27,5,1,0,2,2,11
8205,820,35,5,1,0,1,4,0
1413,1025,37,4,1,3,1,0,7
2069,1126,51,5,1,3,0,3,12
22366,828,59,5,1,0,0,4,0
10700,907,64,5,1,3,0,4,4
16707,860,50,3,1,1,0,4,8
13607,1075,48,5,1,0,0,1,3
15076,875,31,5,1,0,0,4,8
17770,1060,40,3,1,2,0,0,13
11939,824,33,5,1,1,1,4,0
17829,862,56,5,1,0,1,4,8
979,936,50,5,1,0,2,2,16
15908,939,74,4,1,2,1,4,17
9063,830,36,4,1,0,0,4,0
22337,936,28,5,1,1,0,0,14
9740,1056,42,5,1,0,0,0,13
4697,836,53,3,1,0,1,4,0
7508,1020,58,5,1,0,0,0,15
18761,1077,33,3,1,0,0,1,3
7613,854,23,3,1,5,1,4,8
8544,873,27,4,1,0,0,4,8
411,1094,53,5,1,3,0,1,3
19884,985,54,5,1,0,1,3,6
11045,1093,42,4,1,0,0,1,3
21693,936,26,5,1,0,2,2,9
20593,1100,66,5,1,1,1,1,3
5649,878,49,3,1,3,0,4,8
12970,829,36,5,1,0,1,4,0
216,936,46,5,1,0,2,2,18
2273,936,43,4,1,0,2,2,16
16172,936,35,5,1,1,1,4,17
10304,619,53,3,1,1,0,0,14
9192,860,37,5,1,0,0,4,8
3324,984,40,5,1,0,0,3,6
9861,1056,33,5,1,1,0,0,13
21574,825,38,5,1,1,0,4,0
2753,1086,52,4,1,1,1,1,3
3774,1025,35,5,1,0,0,0,7
19133,1121,56,4,1,0,0,3,12
20668,833,39,4,1,6,0,4,0
2479,820,51,5,1,1,0,4,0
3800,636,26,5,1,0,1,2,11
3182,862,53,5,1,0,1,4,8
1577,927,68,5,1,0,0,4,17
16957,1086,42,5,1,1,0,1,3
6704,1111,23,4,1,0,0,1,3
12925,1078,34,3,1,0,1,1,3
8373,864,29,3,1,0,0,4,8
5227,1033,55,4,1,0,1,0,7
23026,868,53,4,1,1,0,4,8
17190,1077,31,5,1,2,1,1,3
8110,936,33,4,1,0,2,2,18
20862,1094,27,5,1,1,1,1,3
19990,1030,63,5,1,0,0,0,7
1360,861,47,5,1,0,0,4,8
18259,1106,34,4,1,2,1,1,3
21075,872,48,5,1,0,0,4,8
10822,1110,32,5,1,4,0,1,3
14597,850,45,4,1,1,1,4,0
9394,868,39,5,1,0,0,4,8
10338,619,33,5,1,0,0,0,14
15047,936,39,4,1,2,0,4,17
1309,868,41,5,1,7,1,4,8
23163,1094,48,5,1,0,0,1,3
7996,1092,34,5,1,1,1,1,3
8620,1078,39,5,1,0,1,1,3
23184,1094,66,5,1,0,0,1,3
9926,1115,65,4,1,0,0,3,12
20301,1035,26,5,1,2,1,0,7
5190,927,49,3,1,0,0,4,17
9091,830,45,5,1,3,0,4,0
14699,1070,32,4,1,1,1,0,13
3984,1094,36,5,1,0,1,1,3
18522,1080,39,5,1,1,0,1,3
22226,1024,30,5,1,0,0,0,7
20299,1089,35,5,1,5,0,1,3
4652,871,62,4,1,1,1,4,8
1015,1094,27,5,1,0,0,1,3
8647,936,37,4,1,3,1,2,11
2925,863,59,3,1,0,0,4,8
3583,652,47,5,1,1,2,2,11
14751,818,36,5,1,0,0,4,0
13063,936,42,5,1,1,1,4,17
7915,877,65,5,1,3,1,4,8
6982,1022,42,5,1,1,1,0,7
10827,1003,33,4,1,5,0,0,15
18217,936,47,5,1,0,2,2,11
10759,1030,37,5,1,4,0,0,7
7729,824,44,5,1,0,1,4,0
20842,1078,32,5,1,1,0,1,3
6904,936,33,5,1,1,2,2,11
5497,1072,56,5,1,1,1,1,3
8830,846,55,5,1,0,1,4,0
6705,1053,47,5,1,0,0,0,13
10062,829,65,5,1,0,0,4,0
7,858,39,4,1,4,1,4,8
4474,1095,50,4,1,1,1,1,3
16354,1087,30,4,1,0,0,1,3
22500,1098,57,5,1,1,0,1,3
20753,936,29,5,1,1,2,2,18
436,936,38,4,1,1,2,2,11
14718,1095,44,3,1,5,0,1,3
6891,1094,43,5,1,0,1,1,3
16033,1056,55,5,1,0,0,0,13
21738,600,46,4,1,0,2,2,18
11151,906,43,5,1,0,1,4,4
8203,820,38,5,1,1,1,4,0
20592,1100,40,4,1,0,1,1,3
20635,984,39,5,1,0,0,3,6
22680,862,32,5,1,0,1,4,8
3776,1091,31,3,1,1,0,1,3
8359,1087,54,3,1,0,1,1,3
1801,1095,23,4,1,1,1,1,3
13916,865,54,3,1,1,0,4,8
13570,1104,54,5,1,0,0,1,3
10876,936,30,5,1,0,2,2,18
17472,941,37,5,1,2,1,4,17
20546,1053,62,5,1,1,1,0,13
16961,984,66,5,1,0,0,3,6
2576,1054,24,5,1,3,0,0,13
8972,1052,41,5,1,1,1,0,13
14029,621,27,5,1,0,1,2,11
19055,952,56,4,1,0,1,4,17
16063,1068,64,4,1,6,1,0,13
22797,862,39,5,1,0,0,4,8
18469,936,33,5,1,2,2,2,10
11418,1081,39,5,1,2,0,1,3
17003,1081,32,4,1,1,1,1,3
21842,1080,45,4,1,1,0,1,3
15786,945,26,5,1,4,0,4,17
2150,872,35,3,1,0,1,4,8
3933,819,50,4,1,0,0,4,0
14895,833,51,5,1,0,0,4,0
476,1078,52,5,1,1,0,1,3
16878,1104,32,3,1,0,0,1,3
14506,1086,23,5,1,0,0,1,3
362,836,65,3,1,0,0,4,0
11482,868,55,4,1,1,0,4,8
16994,1095,46,5,1,0,0,1,3
20990,895,32,4,1,0,1,4,4
19508,936,31,5,1,2,0,0,14
19856,875,41,4,1,4,0,4,8
8497,861,34,5,1,0,0,4,8
11574,835,48,5,1,4,0,4,0
1077,831,26,3,1,4,0,4,0
9931,860,49,5,1,0,0,4,8
10616,1068,42,5,1,0,1,0,13
12954,838,44,5,1,0,0,4,0
15030,857,22,5,1,2,1,4,8
6637,907,61,5,1,0,0,4,4
17545,903,39,5,1,0,0,4,4
6,858,39,5,1,1,1,4,8
9596,862,41,5,1,1,1,4,8
15426,1016,34,3,1,1,1,0,15
19924,964,44,5,1,0,1,3,6
12987,1078,26,4,1,2,0,1,3
16322,1081,60,5,1,0,1,1,3
698,937,26,5,1,1,0,4,17
4323,1094,43,4,1,0,1,1,3
16551,864,25,4,1,1,0,4,8
22565,1098,41,3,1,0,0,1,3
2606,1110,44,5,1,2,1,1,3
14476,1008,55,5,1,2,0,0,15
5971,1004,39,3,1,0,1,0,15
20192,872,33,4,1,3,0,4,8
22536,867,60,5,1,4,1,4,8
1164,1060,62,4,1,0,1,0,13
6456,895,35,4,1,0,1,4,4
7745,859,66,4,1,0,0,4,8
12749,936,31,4,1,2,2,2,10
21341,863,40,5,1,1,0,4,8
7155,1100,37,5,1,7,1,1,3
7804,1003,36,5,1,0,0,0,15
8564,828,39,5,1,3,0,4,0
4585,1078,36,3,1,0,1,1,3
15511,936,54,5,1,0,2,2,16
20394,1074,44,5,1,1,0,1,3
2281,875,36,5,1,0,0,4,8
4366,1094,34,4,1,1,0,1,3
12252,1110,53,5,1,0,0,1,3
22530,1037,32,4,1,0,0,0,7
10413,1020,33,5,1,0,1,0,15
17097,936,37,3,1,6,2,2,10
15061,872,31,5,1,4,1,4,8
5346,1059,46,5,1,3,0,0,13
15111,828,65,5,1,0,0,4,0
16390,993,41,4,1,1,0,0,15
22880,1091,56,5,1,7,1,1,3
22186,1123,24,5,1,0,0,3,12
15538,936,39,3,1,5,2,2,11
4798,940,33,5,1,3,0,4,17
14861,936,32,5,1,0,2,2,18
6048,1101,39,5,1,1,1,1,3
17845,862,36,5,1,1,1,4,8
15179,984,36,5,1,1,1,3,6
697,1087,36,5,1,1,0,1,3
15879,996,48,4,1,0,1,0,15
21183,862,35,5,1,0,0,4,8
5893,1033,59,4,1,6,0,0,7
7559,829,32,5,1,0,0,4,0
21577,864,59,5,1,0,0,4,8
2437,1085,39,5,1,0,1,1,3
17539,1081,46,4,1,1,1,1,3
1070,829,41,4,1,2,1,4,0
42,910,23,5,1,0,0,4,4
12098,1094,25,3,1,0,1,1,3
14370,828,39,4,1,2,0,4,0
9709,828,45,4,1,3,0,4,0
22640,1094,41,5,1,1,1,1,3
16945,935,59,5,1,2,0,4,17
15254,1060,36,5,1,1,0,0,13
3640,881,31,5,1,0,0,4,8
7582,868,56,5,1,0,0,4,8
12065,1059,36,5,1,0,1,0,13
4769,1080,47,5,1,2,0,1,3
15483,1033,66,5,1,2,1,0,7
2573,864,50,5,1,0,0,4,8
3780,850,70,5,1,1,0,4,0
4466,1145,37,5,1,0,0,5,19
9523,1094,33,5,1,1,0,1,3
8323,900,38,3,1,0,0,4,4
15463,1095,51,4,1,2,0,1,3
5376,965,33,5,1,1,0,3,6
22717,1087,45,5,1,1,1,1,3
8465,895,33,3,1,0,0,4,4
23182,1094,56,5,1,1,0,1,3
16658,841,39,5,1,1,1,4,0
9195,1126,28,4,1,0,1,3,12
23,1077,34,3,1,0,0,1,3
2123,1072,39,5,1,1,1,1,3
18642,867,41,4,1,0,1,4,8
3525,929,46,5,1,0,0,4,17
13732,862,41,5,1,0,0,4,8
5889,833,29,3,1,4,1,4,0
543,1078,36,4,1,2,0,1,3
13803,1078,49,5,1,1,0,1,3
8802,936,57,4,1,0,1,4,17
8596,1078,31,3,1,1,0,1,3
692,1110,23,5,1,2,1,1,3
8455,895,49,5,1,0,0,4,4
3345,860,27,5,1,6,0,4,8
8759,1025,42,4,1,4,1,0,7
3719,1078,70,5,1,0,0,1,3
14985,868,76,4,1,1,0,4,8
16975,1086,20,5,1,0,0,1,3
13818,831,26,5,1,2,0,4,0
5821,1033,53,5,1,0,1,0,7
14946,1094,34,5,1,6,0,1,3
1302,1095,35,5,1,1,0,1,3
14026,939,51,5,1,0,1,4,17
10425,1078,42,3,1,0,0,1,3
22612,1082,64,5,1,3,0,1,3
21839,1086,36,3,1,1,0,1,3
11375,1022,56,5,1,0,0,0,7
14146,862,54,4,1,5,1,4,8
8673,828,28,3,1,0,0,4,0
2906,895,45,3,1,1,0,4,4
21908,829,54,5,1,1,0,4,0
731,886,25,4,1,0,1,4,8
2325,992,42,3,1,1,0,0,15
1310,875,65,5,1,1,0,4,8
16436,829,55,5,1,5,1,4,0
21779,863,45,3,1,0,1,4,8
2700,936,41,5,1,5,0,0,14
8935,828,40,5,1,3,0,4,0
8643,1078,42,5,1,2,1,1,3
17061,944,20,5,1,0,0,4,17
15912,825,28,5,1,1,1,4,0
7073,857,25,5,1,0,0,4,8
21786,863,65,5,1,0,1,4,8
19962,873,31,5,1,0,0,4,8
3574,1077,67,4,1,0,0,1,3
21983,1078,54,4,1,0,0,1,3
733,886,41,5,1,5,1,4,8
7549,949,56,4,1,1,0,4,17
21462,1056,60,4,1,0,0,0,13
22237,1095,27,5,1,1,1,1,3
18035,1048,66,5,1,0,1,0,13
23190,1094,27,5,1,1,0,1,3
1275,850,34,4,1,0,0,4,0
95,863,41,5,1,1,0,4,8
442,872,60,5,1,1,0,4,8
1781,867,34,5,1,2,0,4,8
14926,828,22,4,1,0,0,4,0
1325,819,33,5,1,3,0,4,0
15490,936,36,5,1,3,2,2,16
9329,1086,32,5,1,1,0,1,3
2201,872,36,5,1,1,0,4,8
7888,877,36,4,1,0,1,4,8
20430,1095,56,5,1,0,0,1,3
22672,936,32,5,1,0,2,2,11
19125,1121,49,3,1,1,0,3,12
9717,1059,58,5,1,0,1,0,13
13374,1153,42,5,1,6,0,1,3
7138,1005,39,5,1,2,0,0,15
14545,904,66,5,1,0,1,4,4
17923,936,31,4,1,7,1,4,17
5318,895,53,5,1,0,0,4,4
11986,804,72,4,1,0,2,2,11
21181,858,40,4,1,0,1,4,8
21134,1044,56,5,1,1,0,0,13
20918,868,28,4,1,0,0,4,8
18463,936,62,5,1,3,2,2,11
15297,1078,58,5,1,0,0,1,3
13367,1074,45,3,1,6,0,1,3
5885,867,36,5,1,0,1,4,8
7504,1075,41,5,1,1,0,1,3
15089,936,32,4,1,0,2,2,10
2424,936,42,4,1,0,1,0,13
9371,965,22,5,1,2,0,3,6
9403,868,28,3,1,0,0,4,8
14727,1075,51,4,1,3,1,1,3
15514,1099,31,5,1,1,1,1,3
2666,1033,40,3,1,2,1,0,7
5265,908,34,5,1,0,1,4,4
19319,1081,44,5,1,2,1,1,3
15098,828,35,5,1,0,0,4,0
11221,936,28,5,1,0,2,2,11
15378,577,55,5,1,1,0,0,14
12425,863,29,5,1,0,0,4,8
10410,941,28,3,1,2,0,4,17
17750,872,48,4,1,1,0,4,8
20680,699,37,5,1,2,2,2,10
3147,1104,42,5,1,0,1,1,3
23031,1080,36,5,1,0,1,1,3
20158,936,73,5,1,0,2,2,9
9639,868,60,4,1,1,0,4,8
8701,829,25,5,1,0,1,4,0
11495,1104,42,5,1,1,0,1,3
7739,824,38,4,1,0,1,4,0
6557,1020,50,5,1,1,0,0,15
4518,820,37,5,1,3,0,4,0
1047,873,50,5,1,1,0,4,8
13292,823,52,4,1,0,0,4,0
3273,1035,64,4,1,1,0,0,7
1742,769,55,4,1,2,2,2,11
6668,552,53,3,1,1,0,5,19
18723,1077,49,3,1,0,0,1,3
21844,996,34,5,1,1,1,0,15
12443,936,75,5,1,2,1,4,17
6435,964,70,5,1,1,0,3,6
212,1075,52,4,1,3,0,1,3
19589,849,26,4,1,1,1,4,0
14677,1072,57,5,1,3,0,1,3
6258,1056,43,5,1,4,0,0,13
16376,1022,34,4,1,4,0,0,7
4501,1038,50,5,1,0,0,0,7
9776,835,39,5,1,1,0,4,0
8524,991,32,3,1,1,0,0,15
6838,739,23,4,1,3,2,2,11
16420,993,24,5,1,1,0,0,15
18750,829,39,4,1,0,1,4,0
20489,834,23,5,1,1,0,4,0
7292,862,41,4,1,1,0,4,8
14551,850,31,5,1,1,0,4,0
4737,1080,24,5,1,2,0,1,3
19587,1078,44,4,1,5,0,1,3
5077,1095,39,5,1,1,1,1,3
2551,1095,51,4,1,1,0,1,3
7118,1035,36,5,1,0,1,0,7
3110,906,48,5,1,0,1,4,4
16225,964,38,5,1,1,1,3,6
8574,1078,20,4,1,3,0,1,3
12304,1033,60,4,1,0,0,0,7
18246,862,53,3,1,0,0,4,8
5377,1059,26,5,1,0,0,0,13
20650,936,63,4,1,0,2,2,16
19515,841,59,5,1,3,0,4,0
15597,579,53,5,1,5,0,0,14
19801,1096,62,3,1,4,0,1,3
13116,1078,36,5,1,2,0,1,3
5115,863,40,5,1,0,0,4,8
20868,1078,36,4,1,0,0,1,3
2655,936,45,5,1,3,0,0,14
11679,830,39,4,1,0,0,4,0
23003,1024,58,5,1,2,0,0,7
5658,818,31,5,1,0,0,4,0
21960,1078,78,4,1,1,0,1,3
1149,1068,35,3,1,0,0,0,13
10043,1037,34,5,1,2,0,0,7
5002,562,32,4,1,1,0,5,19
22644,886,46,5,1,1,1,4,8
12409,828,32,5,1,0,0,4,0
387,936,62,5,1,1,0,4,17
5672,993,75,5,1,1,1,0,15
16424,1086,66,4,1,0,0,1,3
20619,860,33,5,1,2,0,4,8
7936,866,37,5,1,6,1,4,8
865,895,28,5,1,0,1,4,4
5908,1088,35,3,1,1,0,1,3
9188,862,36,3,1,0,0,4,8
1809,867,39,5,1,1,0,4,8
10092,936,43,4,1,1,1,2,11
19472,895,67,5,1,5,0,4,4
9272,1086,60,5,1,0,0,1,3
21376,936,33,4,1,0,2,2,18
23484,1084,28,3,1,2,0,1,3
9580,1081,45,4,1,3,0,1,3
21766,863,28,5,1,1,1,4,8
1473,829,28,4,1,0,0,4,0
15336,916,42,4,1,0,0,4,4
20783,1078,67,5,1,0,1,1,3
23113,1083,38,4,1,1,0,1,3
5894,862,51,5,1,2,1,4,8
2211,936,33,4,1,2,1,2,11
6540,1091,58,5,1,0,1,1,3
15933,912,29,5,1,0,1,4,4
23460,1078,34,3,1,0,0,1,3
4468,936,30,5,1,1,2,2,16
13109,1094,36,5,1,0,0,1,3
6615,936,36,5,1,0,2,2,18
9056,861,63,5,1,0,0,4,8
12331,868,60,5,1,0,0,4,8
9935,860,43,3,1,5,0,4,8
1109,831,33,5,1,0,0,4,0
4874,834,40,5,1,0,1,4,0
5775,1081,50,5,1,1,0,1,3
9389,1066,24,4,1,0,0,0,13
18289,854,65,4,1,0,0,4,8
10665,1078,42,4,1,2,1,1,3
19973,873,43,5,1,3,0,4,8
17661,862,39,5,1,7,1,4,8
5232,871,67,4,1,2,0,4,8
23088,1167,45,3,1,0,2,2,18
16647,829,46,5,1,0,0,4,0
5290,783,37,5,1,0,2,2,16
13155,1037,38,5,1,0,0,0,7
3440,898,36,5,1,0,1,4,4
17932,1110,38,5,1,1,1,1,3
858,895,29,3,1,1,1,4,4
22229,891,25,5,1,0,0,4,4
13538,1094,35,5,1,0,1,1,3
12220,927,59,5,1,4,0,4,17
16787,1083,28,5,1,0,0,1,3
6347,937,66,5,1,3,0,4,17
10084,863,46,5,1,1,0,4,8
21464,861,46,5,1,0,0,4,8
5919,862,34,4,1,3,0,4,8
2187,867,51,4,1,0,1,4,8
20159,883,44,4,1,0,1,4,8
14599,1084,40,5,1,1,0,1,3
22403,1188,63,5,1,0,1,4,4
1969,872,41,4,1,0,1,4,8
5107,1035,37,5,1,7,0,0,7
15520,862,46,5,1,0,1,4,8
22677,862,35,5,1,0,1,4,8
2804,864,43,5,1,0,1,4,8
14680,863,32,5,1,0,0,4,8
16893,975,52,5,1,0,1,3,6
13387,967,29,5,1,0,0,3,6
17839,844,51,5,1,0,0,4,0
11313,829,37,5,1,2,0,4,0
21511,1060,41,5,1,7,0,0,13
6703,1080,25,5,1,2,1,1,3
21191,936,35,5,1,4,2,2,18
14198,867,49,5,1,2,0,4,8
23049,1008,49,5,1,0,1,0,15
4553,1078,34,5,1,0,1,1,3
16043,1056,27,5,1,1,0,0,13
9015,824,37,3,1,0,0,4,0
14654,1033,29,5,1,7,1,0,7
10265,1110,53,5,1,1,0,1,3
37,949,38,5,1,1,0,4,17
10147,820,56,5,1,1,1,4,0
10135,1066,58,5,1,0,0,0,13
5254,1094,35,5,1,0,0,1,3
21138,936,52,3,1,5,2,2,11
16897,1104,35,5,1,0,0,1,3
5909,815,41,3,1,0,0,4,0
1931,860,48,5,1,1,0,4,8
10790,907,28,5,1,0,0,4,4
4692,954,33,3,1,0,0,4,17
1033,949,67,5,1,1,0,4,17
19752,936,35,3,1,1,2,2,11
11977,829,66,5,1,1,1,4,0
9609,872,39,5,1,4,0,4,8
7868,872,44,5,1,0,1,4,8
8089,936,66,5,1,0,0,4,17
12673,875,50,5,1,0,0,4,8
22514,1099,36,4,1,7,1,1,3
9035,872,38,5,1,4,1,4,8
4770,936,59,5,1,7,2,2,18
18903,674,65,5,1,0,1,2,11
13151,936,39,5,1,1,1,4,17
13896,1110,36,3,1,7,0,1,3
3001,1082,69,4,1,0,0,1,3
17475,1113,63,5,1,1,0,3,12
23313,859,58,5,1,1,0,4,8
16379,890,62,5,1,0,0,4,4
18595,995,30,5,1,1,0,0,15
12229,903,60,5,1,0,0,4,4
21728,872,32,5,1,0,0,4,8
550,1078,52,3,1,2,0,1,3
1060,1083,54,4,1,0,1,1,3
5878,862,62,3,1,6,1,4,8
12381,868,38,5,1,0,0,4,8
4085,1117,65,5,1,1,1,3,12
4668,829,58,5,1,1,0,4,0
11113,936,58,5,1,0,2,2,10
1560,1078,33,5,1,2,0,1,3
7566,829,58,5,1,0,0,4,0
15897,825,59,5,1,0,1,4,0
14293,879,39,5,1,0,1,4,8
7670,936,56,4,1,1,0,4,17
14779,873,36,4,1,0,1,4,8
19031,905,48,5,1,5,0,4,4
17861,855,29,5,1,0,0,4,8
22083,1081,21,5,1,0,0,1,3
13451,1125,65,4,1,1,1,3,12
4814,862,42,3,1,0,1,4,8
721,886,46,5,1,2,1,4,8
20398,1095,24,5,1,0,0,1,3
19318,895,51,3,1,0,0,4,4
6789,895,50,5,1,0,0,4,4
8751,1008,28,3,1,0,1,0,15
7168,1025,37,4,1,0,0,0,7
4009,936,48,5,1,0,2,2,11
22465,862,43,5,1,1,1,4,8
1993,1146,36,5,1,1,0,5,19
5036,875,38,5,1,1,0,4,8
19329,867,62,5,1,0,1,4,8
17379,869,34,5,1,3,0,4,8
906,1015,46,5,1,0,0,0,15
17151,1094,56,4,1,2,0,1,3
18762,1077,39,3,1,1,0,1,3
2377,936,38,5,1,0,2,2,5
234,840,41,5,1,0,0,4,0
13360,870,62,5,1,6,1,4,8
22398,1028,56,3,1,6,0,0,7
13318,1077,33,4,1,0,1,1,3
8820,936,48,3,1,0,1,4,17
6175,850,22,5,1,1,0,4,0
2646,935,60,5,1,2,0,4,17
12497,1035,27,5,1,1,1,0,7
9546,996,61,4,1,2,1,0,15
21444,861,56,5,1,0,1,4,8
9517,860,52,5,1,5,0,4,8
15371,1083,67,5,1,3,0,1,3
12849,975,62,5,1,0,0,3,6
21218,936,58,3,1,1,2,2,18
13258,1039,38,4,1,0,0,0,7
350,844,36,5,1,0,1,4,0
961,949,28,5,1,0,0,4,17
12219,927,41,5,1,2,0,4,17
5587,1080,33,5,1,0,0,1,3
13,767,44,5,1,0,2,2,5
20326,857,29,4,1,0,1,4,8
3,1049,50,5,1,0,1,0,13
20991,1078,35,5,1,3,0,1,3
18032,873,48,5,1,0,1,4,8
2865,573,39,5,1,3,1,5,19
21131,872,40,5,1,2,0,4,8
246,1066,49,3,1,1,0,0,13
9859,1078,57,4,1,0,0,1,3
769,937,32,5,1,0,0,4,17
10798,1003,29,3,1,0,0,0,15
5846,1077,56,5,1,0,1,1,3
2634,1059,41,4,1,0,0,0,13
19147,1121,31,5,1,3,0,3,12
11426,868,65,4,1,0,1,4,8
5456,939,37,5,1,3,0,4,17
19140,936,22,5,1,1,0,0,14
21358,823,43,5,1,1,1,4,0
22506,850,39,5,1,0,0,4,0
4562,831,26,3,1,2,1,4,0
18560,1033,64,5,1,4,0,0,7
1978,936,27,5,1,5,2,2,18
4048,936,52,5,1,1,2,2,11
18678,1094,39,3,1,1,0,1,3
15153,940,30,3,1,0,0,4,17
14956,828,69,5,1,0,0,4,0
13324,1038,49,5,1,0,1,0,7
7065,862,49,5,1,1,0,4,8
9974,1035,46,5,1,0,0,0,7
13206,850,34,5,1,0,1,4,0
7664,1078,39,3,1,0,0,1,3
4643,963,48,5,1,6,0,3,6
10571,1080,39,4,1,0,1,1,3
9590,1081,49,3,1,0,0,1,3
18659,1025,51,4,1,0,0,0,7
8012,1099,26,4,1,1,1,1,3
19413,873,61,5,1,0,1,4,8
20855,936,33,3,1,5,2,2,9
14904,833,34,4,1,0,0,4,0
20804,1110,24,5,1,1,0,1,3
19663,862,39,5,1,6,1,4,8
20828,1078,36,4,1,0,0,1,3
8716,1116,43,5,1,2,0,3,12
21170,1061,48,5,1,0,0,0,13
6762,818,49,5,1,0,0,4,0
11175,1075,39,5,1,1,0,1,3
4247,1053,38,4,1,1,0,0,13
5663,1078,30,5,1,2,0,1,3
6101,936,39,5,1,0,0,4,17
13315,1038,42,3,1,0,1,0,7
6710,1080,41,5,1,4,1,1,3
15396,876,26,5,1,2,0,4,8
17346,1022,42,5,1,6,0,0,7
4633,963,31,5,1,1,0,3,6
12555,936,65,4,1,0,1,4,17
19522,862,37,5,1,0,0,4,8
23121,868,54,3,1,0,1,4,8
3926,1081,43,4,1,0,1,1,3
17204,1077,35,5,1,0,1,1,3
20940,961,63,5,1,1,0,3,6
22430,868,44,5,1,1,0,4,8
1954,1016,44,5,1,2,0,0,15
23314,1059,34,5,1,0,0,0,13
10676,1083,45,5,1,4,0,1,3
16010,1056,38,5,1,1,0,0,13
8534,964,62,5,1,0,1,3,6
6621,936,40,5,1,0,1,2,11
4658,1048,41,5,1,0,1,0,13
16653,936,48,5,1,0,0,0,14
22489,1042,44,5,1,0,1,0,13
6626,863,65,5,1,0,0,4,8
20962,1092,41,3,1,0,0,1,3
9166,1126,54,5,1,3,1,3,12
10562,909,48,5,1,4,0,4,4
16182,936,53,3,1,2,1,4,17
10655,1083,42,5,1,6,0,1,3
23022,836,42,5,1,0,0,4,0
21188,1061,53,5,1,3,0,0,13
22607,936,47,5,1,0,2,2,11
13683,1033,51,5,1,1,0,0,7
8283,1060,21,5,1,1,1,0,13
3567,869,38,5,1,3,1,4,8
317,844,53,5,1,4,1,4,0
